IEJ_id	1	2	3
GNB4_27925	2.0	0.0	0.0
GNB4_74243	0.0	0.0	8.0
GNE_61138	0.0	2.0	0.0
GNG7_19256	2.0	0.0	0.0
GNG7_19259	2.0	0.0	0.0
GNG7_70561	0.0	0.0	2.0
GNPNAT1_67287	0.0	0.0	2.0
GNPNAT1_67288	0.0	0.0	6.0
GPAA1_36707	2.0	0.0	0.0
GPALPP1_45639	0.0	2.0	0.0
GPALPP1_45642	0.0	4.0	0.0
GPBP1L1_1472	2.0	0.0	0.0
GPC4_62442	0.0	11.0	0.0
GPER1_76726	0.0	0.0	2.0
GPI_50443	0.0	4.0	0.0
GPR107_38126	2.0	0.0	0.0
GPR107_38129	2.0	0.0	0.0
GPR108_51168	0.0	2.0	0.0
GPR157_2664	2.0	0.0	0.0
GPR15_26987	3.0	0.0	51.0
GPR55_72214	0.0	0.0	2.0
GPR89B_2590	3.0	0.0	0.0
GRAMD4_25780	3.0	0.0	0.0
GRAP2_73216	0.0	0.0	3.0
GRAP2_73217	0.0	0.0	8.0
GRSF1_28900	2.0	3.0	0.0
GSE1_15318	2.0	0.0	0.0
GSN_61551	0.0	5.0	0.0
GTF2H3_66642	0.0	0.0	2.0
GTF2H3_66644	0.0	0.0	2.0
GTF3C2_20774	2.0	0.0	0.0
GUSB_59592	0.0	2.0	0.0
H2BC12_31991	81.0	23.0	46.0
H3C6_58216	0.0	4.0	9.0
HASPIN_15565	3.0	0.0	0.0
HASPIN_48739	0.0	7.0	5.0
HAT1_22347	2.0	0.0	0.0
HAVCR2_57858	0.0	2.0	0.0
HCFC1_39615	5.0	0.0	2.0
HCFC1_62518	0.0	3.0	0.0
HCFC1_79130	0.0	0.0	2.0
HDAC5_69523	0.0	0.0	2.0
HDAC9_59325	0.0	2.0	0.0
HDHD2_70187	0.0	0.0	5.0
HEATR1_62795	0.0	0.0	2.0
HEATR3_48203	0.0	3.0	0.0
HEATR3_48204	0.0	2.0	0.0
HEATR6_49605	0.0	2.0	0.0
HELZ2_72747	0.0	0.0	2.0
HELZ_17304	2.0	0.0	0.0
HELZ_69757	0.0	0.0	2.0
HERC2P2_46854	0.0	2.0	0.0
HERC2P2_46855	0.0	2.0	0.0
HERC2P2_46856	0.0	3.0	0.0
HERC2P9_67712	0.0	0.0	4.0
HERC3_74807	0.0	0.0	2.0
HEXIM1_49427	0.0	2.0	0.0
HIBADH_59396	0.0	2.0	0.0
HIF1A_11473	7.0	16.0	11.0
HIPK1_63582	0.0	0.0	3.0
HK1_42321	0.0	2.0	0.0
HK1_42324	0.0	4.0	0.0
HK2_52159	0.0	2.0	0.0
HLA-B_76058	0.0	0.0	3.0
HLA-C_32147	3.0	2.0	0.0
HLA-DOA_76161	0.0	0.0	5.0
HMGB1_66795	0.0	0.0	3.0
HMGN2_818	2.0	0.0	0.0
HNRNPA2B1_33947	5.0	0.0	0.0
HNRNPA2B1_33949	3.0	0.0	0.0
HNRNPA2B1_33950	7.0	0.0	0.0
HNRNPA2B1_59385	0.0	3.0	0.0
HNRNPA2B1_59391	0.0	6.0	0.0
HNRNPA2B1_76848	0.0	0.0	2.0
HNRNPC_10869	2.0	0.0	0.0
HNRNPC_45986	0.0	2.0	3.0
HNRNPC_45990	0.0	6.0	0.0
HNRNPC_45994	0.0	2.0	0.0
HNRNPK_78211	0.0	0.0	2.0
HNRNPU_520	44.0	322.0	2.0
HPS1_64722	0.0	0.0	2.0
HPS3_55718	0.0	8.0	11.0
HS2ST1_63417	0.0	0.0	9.0
HSD17B1-AS1_69465	0.0	0.0	4.0
HSP90AB1_32750	2.0	0.0	0.0
HSPH1_66796	0.0	0.0	2.0
HSPH1_66797	0.0	0.0	2.0
HTT_56164	0.0	4.0	0.0
HTT_74535	0.0	0.0	2.0
HYOU1_43952	0.0	2.0	0.0
HYOU1_65709	0.0	0.0	2.0
HYOU1_65712	0.0	0.0	2.0
HYOU1_65713	0.0	0.0	2.0
HYOU1_65716	0.0	0.0	2.0
HYOU1_65719	0.0	0.0	3.0
HYOU1_65720	0.0	0.0	3.0
HYOU1_65722	0.0	0.0	8.0
IARS1_37442	3.0	0.0	0.0
IARS1_37451	4.0	3.0	0.0
IARS1_37454	2.0	0.0	0.0
IBTK_58784	0.0	3.0	0.0
ICAM3_19575	2.0	0.0	2.0
ICMT_2123	4.0	0.0	0.0
ICMT_2128	2.0	2.0	0.0
ICMT_40914	0.0	2.0	0.0
ICMT_40915	0.0	2.0	0.0
ICMT_40916	0.0	5.0	0.0
ICMT_40917	0.0	18.0	0.0
ICMT_40918	0.0	3.0	0.0
ICMT_40919	0.0	2.0	0.0
ICMT_63428	0.0	0.0	4.0
ICMT_63429	0.0	0.0	27.0
ICMT_63431	0.0	0.0	2.0
ICOSLG_24774	5.0	11.0	0.0
ICOSLG_54027	0.0	3.0	0.0
IDS_62487	0.0	2.0	0.0
IER2_19780	3.0	5.0	0.0
IER2_19781	2.0	0.0	0.0
IFI44L_40800	0.0	2.0	0.0
IFNAR1_24542	2.0	0.0	2.0
IFNAR1_24547	13.0	7.0	30.0
IFNAR1_72837	0.0	0.0	4.0
IFNAR2_24521	2.0	0.0	0.0
IFNAR2_24528	2.0	0.0	0.0
IFNAR2_24529	2.0	0.0	6.0
IFNAR2_24531	4.0	0.0	9.0
IFNAR2_24532	2.0	0.0	0.0
IFNAR2_24539	3.0	0.0	0.0
IFNAR2_53889	0.0	2.0	0.0
IFNAR2_53890	0.0	12.0	0.0
IFNAR2_53891	0.0	2.0	0.0
IFNAR2_72832	0.0	0.0	7.0
IFNAR2_72834	0.0	0.0	2.0
IGHG3_12239	3.0	0.0	0.0
IGHV5-78_12317	11.0	2.0	3.0
IGKC_21603	11.0	26.0	3.0
IGKC_21612	2.0	0.0	0.0
IGKC_21613	2.0	0.0	0.0
IKZF3_69398	0.0	0.0	2.0
IKZF5_42810	0.0	2.0	0.0
IKZF5_5527	2.0	0.0	0.0
IL16_68103	0.0	0.0	2.0
IL21R_14337	2.0	0.0	3.0
IL21R_14342	2.0	0.0	0.0
IL21R_14346	3.0	0.0	0.0
IL21R_68537	0.0	0.0	2.0
IL2RB_54412	0.0	2.0	0.0
ILF3_51301	0.0	2.0	0.0
ILF3_70683	0.0	0.0	2.0
ILRUN_76186	0.0	0.0	2.0
INIP_78361	0.0	0.0	2.0
INPP5B_1211	5.0	0.0	0.0
INPP5B_1212	13.0	50.0	10.0
INPP5B_40393	0.0	4.0	3.0
INTS7_178	234.0	214.0	220.0
INTS7_39826	0.0	2.0	0.0
IP6K1_26669	4.0	0.0	0.0
IP6K2_55096	0.0	2.0	0.0
IPO13_40484	0.0	2.0	0.0
IPO5_45826	0.0	2.0	0.0
IPO8_8260	6.0	4.0	3.0
IPO9_41876	0.0	2.0	0.0
IPO9_41877	0.0	2.0	0.0
IQSEC1_54773	0.0	4.0	0.0
IRAG2_65935	0.0	0.0	2.0
IRF2BPL_46566	0.0	2.0	0.0
IRF4_58064	0.0	2.0	0.0
IRF4_75918	0.0	0.0	2.0
IRF4_75920	0.0	0.0	4.0
IRF4_75921	0.0	0.0	2.0
IRF4_75923	0.0	0.0	2.0
IRF7_42859	0.0	2.0	0.0
IRF7_42861	0.0	2.0	0.0
IRF8_15339	2.0	0.0	0.0
ITGA4_22485	3.0	3.0	3.0
ITGA4_52742	0.0	2.0	0.0
ITGA4_71918	0.0	0.0	3.0
ITGAL_48125	0.0	2.0	0.0
ITGAL_68585	0.0	0.0	2.0
ITGAM_48168	0.0	4.0	0.0
ITGB2-AS1_54045	0.0	2.0	0.0
ITGB2_54051	0.0	2.0	0.0
ITM2A_62286	0.0	6.0	2.0
ITM2C_23096	2.0	0.0	0.0
ITPRID2_52749	0.0	2.0	0.0
JADE2_57622	0.0	2.0	0.0
JAK3_51498	0.0	2.0	0.0
JAK3_51502	0.0	2.0	0.0
JAK3_70784	0.0	0.0	3.0
JRK_36651	2.0	0.0	0.0
KANK2_51327	0.0	2.0	0.0
KANSL3_52270	0.0	2.0	0.0
KARS1_15200	5.0	0.0	0.0
KAT7_69629	0.0	0.0	2.0
KBTBD6_66853	0.0	0.0	2.0
KCNAB2_40857	0.0	2.0	0.0
KCNK5_32608	35.0	0.0	54.0
KCNK5_76233	0.0	0.0	2.0
KCTD20_76205	0.0	0.0	3.0
KDM3A_21579	17.0	17.0	16.0
KDM5C_78843	0.0	0.0	2.0
KDM5D_79212	0.0	0.0	4.0
KDM6A_62028	0.0	2.0	0.0
KHDC4_3066	3.0	4.0	5.0
KIAA0930_73287	0.0	0.0	2.0
KIAA1109_56702	0.0	2.0	0.0
KIAA1143_26389	2.0	2.0	21.0
KIAA1143_54980	0.0	22.0	29.0
KIAA1143_54981	0.0	2.0	0.0
KICS2_44816	0.0	3.0	2.0
KICS2_44817	0.0	2.0	0.0
KICS2_44818	0.0	3.0	5.0
KICS2_8955	2.0	0.0	0.0
KIF11_42513	0.0	2.0	0.0
KIF14_41865	0.0	2.0	0.0
KIF18B_16824	2.0	0.0	0.0
KLHL11_16588	4.0	5.0	4.0
KLHL11_16589	3.0	0.0	5.0
KLHL11_49293	0.0	2.0	4.0
KLHL26_70799	0.0	0.0	4.0
KLHL9_36965	2.0	8.0	10.0
KPNA4_55815	0.0	34.0	0.0
KPNB1_16919	2.0	0.0	0.0
KRR1_66303	0.0	0.0	2.0
KRTAP29-1_49290	0.0	2.0	0.0
LAMTOR3_74834	0.0	0.0	2.0
LAPTM5_40257	0.0	5.0	0.0
LAPTM5_977	2.0	0.0	0.0
LARP4_44542	0.0	2.0	0.0
LAS1L_62185	0.0	2.0	0.0
LASP1_16494	3.0	0.0	0.0
LBR_325	2.0	0.0	0.0
LBR_39912	0.0	2.0	0.0
LCP1_10361	3.0	0.0	0.0
LCP1_66882	0.0	0.0	7.0
LCP1_66889	0.0	0.0	2.0
LCP1_66891	0.0	0.0	2.0
LDHA_6022	4.0	0.0	0.0
LETM1_28364	2.0	0.0	0.0
LETM1_74510	0.0	0.0	3.0
LIMD1_26417	27.0	12.0	30.0
LIMD1_26419	21.0	40.0	29.0
LIMD1_26423	2.0	0.0	0.0
LIMD1_55005	0.0	7.0	5.0
LIMD1_73565	0.0	0.0	2.0
LINC00528_24910	2.0	0.0	0.0
LINC00653_72440	0.0	0.0	2.0
LINC01749_53787	0.0	7.0	0.0
LINC01749_53789	0.0	5.0	0.0
LINC02210_49445	0.0	2.0	0.0
LINC02605_60553	0.0	2.0	0.0
LMNA_3086	2.0	0.0	0.0
LMNB1_30664	2.0	0.0	0.0
LMNB1_30666	2.0	0.0	0.0
LMNB1_30669	2.0	0.0	0.0
LMNB1_30672	3.0	5.0	2.0
LONP2_14630	34.0	40.0	42.0
LONP2_14633	2.0	8.0	5.0
LONP2_14634	6.0	5.0	3.0
LONP2_48194	0.0	2.0	2.0
LONP2_48195	0.0	3.0	6.0
LONP2_48196	0.0	4.0	0.0
LONP2_68634	0.0	0.0	2.0
LONP2_68635	0.0	0.0	2.0
LONP2_68636	0.0	0.0	5.0
LPAR5_7919	2.0	0.0	0.0
LPCAT1_56979	0.0	2.0	0.0
LPIN2_70024	0.0	0.0	2.0
LRBA_29486	2.0	0.0	0.0
LRBA_29487	2.0	0.0	0.0
LRBA_56787	0.0	2.0	0.0
LRCH3_28286	2.0	0.0	0.0
LRCH3_28287	2.0	3.0	6.0
LRCH3_28291	2.0	0.0	0.0
LRCH3_28292	7.0	7.0	0.0
LRCH3_56072	0.0	2.0	0.0
LRCH3_56073	0.0	5.0	0.0
LRCH3_56075	0.0	2.0	0.0
LRCH3_56076	0.0	2.0	2.0
LRCH3_56077	0.0	3.0	0.0
LRCH3_74478	0.0	0.0	2.0
LRCH3_74479	0.0	0.0	7.0
LRPPRC_51861	0.0	2.0	0.0
LRRC45_17788	2.0	0.0	0.0
LRRC47_63302	0.0	0.0	4.0
LRRC57_47051	0.0	2.0	0.0
LSS_54060	0.0	2.0	0.0
LZIC_41482	0.0	5.0	0.0
LZTS2_64751	0.0	0.0	2.0
MACC1_33866	2.0	0.0	0.0
MADD_6282	2.0	0.0	0.0
MAEA_74502	0.0	0.0	2.0
MAGED2_38932	3.0	6.0	0.0
MAGED2_38935	3.0	0.0	0.0
MAGT1_39115	4.0	0.0	0.0
MAGT1_39117	4.0	0.0	0.0
MAGT1_78946	0.0	0.0	2.0
MAGT1_78947	0.0	0.0	2.0
MANEA-DT_76433	0.0	0.0	2.0
MAP1S_70775	0.0	0.0	2.0
MAP3K11_6784	2.0	0.0	0.0
MAP3K14_49430	0.0	2.0	2.0
MAP3K7_33046	2.0	0.0	0.0
MAP4K2_6691	2.0	0.0	0.0
MAP4_55065	0.0	2.0	0.0
MAPK1IP1L_11339	2.0	0.0	0.0
MARCHF7_22188	2.0	0.0	0.0
MARCKS_58934	0.0	3.0	0.0
MAT2A_21534	6.0	7.0	2.0
MATR3_30956	2.0	0.0	0.0
MATR3_30963	2.0	0.0	0.0
MAX_67368	0.0	0.0	2.0
MBD3_70546	0.0	0.0	2.0
MBNL1_27713	2.0	0.0	0.0
MBNL2_10621	13.0	0.0	0.0
MCM3_32786	2.0	2.0	0.0
MCM3_32787	5.0	2.0	7.0
MCM3_32790	2.0	2.0	0.0
MCM3_76309	0.0	0.0	2.0
MCM3_76310	0.0	0.0	2.0
MCM4_77647	0.0	0.0	2.0
MCM4_77648	0.0	0.0	2.0
MCPH1_35415	2.0	2.0	0.0
MCPH1_60199	0.0	5.0	0.0
MCUR1_31832	2.0	0.0	0.0
MCUR1_75967	0.0	0.0	2.0
MDC1_58325	0.0	2.0	0.0
MDC1_76043	0.0	0.0	2.0
MED15_24976	3.0	0.0	0.0
MED15_24984	3.0	0.0	0.0
MED15_24985	2.0	0.0	0.0
MED15_54131	0.0	3.0	0.0
MED15_54132	0.0	2.0	0.0
MED1_16500	4.0	0.0	0.0
MED1_16506	2.0	2.0	0.0
MED28_56236	0.0	2.0	0.0
METTL16_15537	2.0	2.0	0.0
METTL16_15538	12.0	13.0	19.0
METTL16_15539	3.0	0.0	3.0
METTL16_15540	2.0	0.0	8.0
METTL16_15541	7.0	8.0	14.0
METTL16_48731	0.0	9.0	0.0
METTL16_69029	0.0	0.0	2.0
METTL16_69030	0.0	0.0	2.0
METTL16_69032	0.0	0.0	4.0
METTL16_69033	0.0	0.0	2.0
METTL2B_77283	0.0	0.0	2.0
METTL7A_66111	0.0	0.0	2.0
MFN1_27918	5.0	0.0	0.0
MFN1_74242	0.0	0.0	2.0
MFSD6_71948	0.0	0.0	2.0
MGRN1_13947	2.0	0.0	0.0
MIER1_40740	0.0	2.0	0.0
MINK1_15629	3.0	0.0	0.0
MINK1_69065	0.0	0.0	2.0
MLEC_45287	0.0	2.0	0.0
MLLT1_19375	2.0	0.0	0.0
MOB1A_52128	0.0	2.0	0.0
MOB3A_19209	5.0	0.0	0.0
MOB3A_19210	4.0	0.0	0.0
MOB3A_19211	5.0	0.0	0.0
MOB3A_19215	2.0	0.0	0.0
MOB3A_19217	3.0	0.0	0.0
MOB3A_51063	0.0	6.0	0.0
MOB3A_51067	0.0	3.0	0.0
MOB3A_51068	0.0	2.0	0.0
MOB3A_70549	0.0	0.0	3.0
MPEG1_6450	3.0	8.0	14.0
MPEG1_6451	2.0	4.0	0.0
MPEG1_6452	2.0	0.0	0.0
MPHOSPH8_10008	2.0	0.0	0.0
MPZL1_41645	0.0	2.0	0.0
MPZL3_65684	0.0	0.0	2.0
MRE11_43789	0.0	2.0	0.0
MREG_22807	2.0	0.0	0.0
MREG_22808	2.0	0.0	0.0
MREG_22809	3.0	0.0	0.0
MRI1_19785	2.0	0.0	0.0
MRI1_19786	2.0	0.0	0.0
MRI1_51398	0.0	14.0	0.0
MRI1_70726	0.0	0.0	2.0
MRI1_70727	0.0	0.0	2.0
MRPL42_66335	0.0	0.0	2.0
MRPL44_22942	2.0	0.0	0.0
MRPS16_4729	2.0	0.0	0.0
MRPS16_4731	3.0	5.0	4.0
MRPS16_64513	0.0	0.0	34.0
MRPS30_75235	0.0	0.0	2.0
MRRF_37829	2.0	0.0	0.0
MRTO4_589	5.0	10.0	0.0
MSH6_21089	9.0	28.0	22.0
MSH6_71260	0.0	0.0	2.0
MSL2_74028	0.0	0.0	2.0
MSN_38987	2.0	0.0	0.0
MSN_78891	0.0	0.0	2.0
MTA3_20997	3.0	0.0	0.0
MTDH_60636	0.0	2.0	0.0
MTFR2_59035	0.0	2.0	0.0
MTMR4_49576	0.0	2.0	0.0
MTMR4_69653	0.0	0.0	3.0
MTOR_41697	0.0	2.0	0.0
MTRF1_66855	0.0	0.0	3.0
MX1_72881	0.0	0.0	2.0
MYH9_25368	2.0	0.0	0.0
MYH9_25369	2.0	0.0	0.0
MYH9_25374	2.0	0.0	0.0
MYH9_25375	3.0	0.0	0.0
MYH9_25376	2.0	0.0	0.0
MYH9_25392	2.0	0.0	0.0
MYH9_25394	2.0	0.0	0.0
MYH9_25395	5.0	0.0	0.0
MYH9_54354	0.0	2.0	0.0
MYH9_54355	0.0	6.0	0.0
MYH9_54356	0.0	2.0	0.0
MYH9_54357	0.0	2.0	0.0
MYH9_54359	0.0	2.0	0.0
MYH9_54360	0.0	2.0	0.0
MYH9_54361	0.0	2.0	0.0
MYH9_54363	0.0	5.0	0.0
MYH9_54367	0.0	8.0	5.0
MYH9_54371	0.0	2.0	0.0
MYH9_54372	0.0	2.0	0.0
MYH9_54373	0.0	2.0	0.0
MYH9_54381	0.0	2.0	0.0
MYH9_54388	0.0	2.0	0.0
MYH9_54390	0.0	2.0	0.0
MYH9_54394	0.0	3.0	0.0
MYH9_54396	0.0	2.0	0.0
MYH9_54397	0.0	2.0	0.0
MYH9_73131	0.0	0.0	2.0
MYH9_73133	0.0	0.0	3.0
MYH9_73136	0.0	0.0	2.0
MYH9_73143	0.0	0.0	2.0
MYH9_73144	0.0	0.0	3.0
MYH9_73145	0.0	0.0	2.0
MYH9_73146	0.0	0.0	2.0
MYH9_73148	0.0	0.0	2.0
MYH9_73150	0.0	0.0	2.0
MYH9_73155	0.0	0.0	3.0
MYH9_73158	0.0	0.0	2.0
MYH9_73161	0.0	0.0	2.0
MYH9_73162	0.0	0.0	3.0
MYO18A_49086	0.0	2.0	0.0
MYO1E_67931	0.0	0.0	2.0
MYO1G_34166	2.0	0.0	0.0
MYO1G_34171	3.0	11.0	3.0
MYO1G_34173	3.0	0.0	0.0
MYO1G_34174	2.0	0.0	0.0
MYO1G_34185	2.0	0.0	0.0
MYO1G_34186	3.0	0.0	0.0
MYO1G_59502	0.0	2.0	0.0
MYO1G_59507	0.0	4.0	0.0
MYO1G_76933	0.0	0.0	2.0
MYO1G_76937	0.0	0.0	2.0
N4BP2_28685	5.0	4.0	2.0
N4BP2_56303	0.0	2.0	0.0
N4BP2_56305	0.0	2.0	0.0
N4BP2_56307	0.0	2.0	0.0
NAA60_68347	0.0	0.0	2.0
NAB1_22554	3.0	0.0	0.0
NAB1_22556	2.0	0.0	0.0
NABP1_71969	0.0	0.0	2.0
NADK_1172	2.0	0.0	0.0
NAXD_45873	0.0	5.0	0.0
NAXD_45874	0.0	2.0	0.0
NBR1_16727	2.0	2.0	0.0
NBR1_49380	0.0	10.0	0.0
NCAPD2_7876	2.0	0.0	0.0
NCBP1_37531	5.0	3.0	9.0
NCBP1_61369	0.0	2.0	0.0
NCBP1_78292	0.0	0.0	4.0
NCEH1_27891	4.0	0.0	0.0
NCF1B_34375	6.0	0.0	0.0
NCF1B_34387	42.0	32.0	19.0
NCF1B_34393	4.0	0.0	0.0
NCF1B_59617	0.0	2.0	0.0
NCL_23121	2.0	0.0	0.0
NCL_23127	3.0	0.0	0.0
NCL_53112	0.0	3.0	0.0
NCL_72231	0.0	0.0	6.0
NCL_72237	0.0	0.0	40.0
NCOA3_24101	23.0	0.0	27.0
NCOA3_24104	16.0	0.0	0.0
NCOA3_24105	2.0	0.0	0.0
NCOA3_24108	6.0	15.0	10.0
NCOA3_24111	5.0	6.0	15.0
NCOA3_53654	0.0	2.0	0.0
NCOA3_53662	0.0	9.0	0.0
NCOA3_72671	0.0	0.0	2.0
NDOR1_61794	0.0	2.0	0.0
NDUFS1_22739	2.0	0.0	0.0
NDUFS1_22743	2.0	0.0	0.0
NDUFS1_72051	0.0	0.0	5.0
NEDD1_45004	0.0	3.0	0.0
NEDD1_9239	7.0	4.0	4.0
NEDD9_31810	2.0	0.0	0.0
NEDD9_31811	2.0	0.0	0.0
NEDD9_58128	0.0	2.0	0.0
NEDD9_58136	0.0	2.0	0.0
NEDD9_58143	0.0	3.0	0.0
NEDD9_75954	0.0	0.0	2.0
NEFLP1_79213	0.0	0.0	2.0
NEK6_37863	149.0	0.0	0.0
NEK9_11782	2.0	0.0	0.0
NEMP1_44748	0.0	7.0	0.0
NEU1_76095	0.0	0.0	2.0
NF2_54274	0.0	2.0	2.0
NF2_73068	0.0	0.0	2.0
NFATC3_48441	0.0	6.0	0.0
NFE2L2_71897	0.0	0.0	3.0
NFRKB_44064	0.0	2.0	5.0
NFRKB_65790	0.0	0.0	2.0
NFRKB_7740	2.0	0.0	0.0
NFRKB_7741	2.0	0.0	0.0
NFRKB_7742	3.0	2.0	4.0
NHEJ1_22875	2.0	0.0	3.0
NHEJ1_52968	0.0	2.0	4.0
NICN1_26650	3.0	0.0	0.0
NICN1_55136	0.0	2.0	3.0
NISCH_73713	0.0	0.0	2.0
NKRF_39326	2.0	0.0	0.0
NKRF_62367	0.0	143.0	0.0
NKRF_62368	0.0	2.0	0.0
NLGN4Y_62609	0.0	2.0	0.0
NLRC3_68352	0.0	0.0	2.0
NLRC5_48317	0.0	2.0	0.0
NLRC5_48330	0.0	2.0	0.0
NLRP4_70483	0.0	0.0	2.0
NNT_75223	0.0	0.0	2.0
NNT_75225	0.0	0.0	2.0
NOC2L_40886	0.0	2.0	0.0
NOC3L_5000	3.0	2.0	4.0
NOD1_33987	2.0	0.0	0.0
NOD1_33993	3.0	4.0	5.0
NOD1_33995	2.0	0.0	0.0
NOD1_59407	0.0	2.0	0.0
NOD1_59410	0.0	2.0	0.0
NOL9_2176	2.0	0.0	0.0
NOL9_40957	0.0	3.0	0.0
NOM1_60175	0.0	2.0	0.0
NONO_78913	0.0	0.0	2.0
NOP14_28420	18.0	17.0	33.0
NPC1_18045	2.0	0.0	0.0
NPHP4_63398	0.0	0.0	2.0
NRAS_2420	2.0	0.0	2.0
NRAS_41132	0.0	3.0	0.0
NRAS_63588	0.0	0.0	2.0
NSF_16880	2.0	0.0	0.0
NSUN5_34442	3.0	0.0	0.0
NUGGC_77583	0.0	0.0	2.0
NUMA1_43630	0.0	2.0	0.0
NUMA1_43632	0.0	2.0	0.0
NUMA1_65500	0.0	0.0	2.0
NUP107_66287	0.0	0.0	3.0
NUP153_31852	2.0	0.0	0.0
NUP153_31857	2.0	0.0	0.0
NUP153_31858	7.0	0.0	0.0
NUP153_75970	0.0	0.0	4.0
NUP155_29912	5.0	16.0	20.0
NUP155_29913	2.0	0.0	0.0
NUP155_29914	2.0	0.0	0.0
NUP155_29915	2.0	16.0	5.0
NUP155_29919	3.0	2.0	6.0
NUP155_29924	3.0	2.0	0.0
NUP155_29925	3.0	0.0	0.0
NUP155_29926	3.0	2.0	4.0
NUP155_57065	0.0	2.0	0.0
NUP155_57072	0.0	4.0	0.0
NUP155_75196	0.0	0.0	8.0
NUP155_75197	0.0	0.0	2.0
NUP155_75198	0.0	0.0	2.0
NUP155_75199	0.0	0.0	2.0
NUP155_75200	0.0	0.0	2.0
NUP155_75201	0.0	0.0	2.0
NUP205_35100	3.0	0.0	0.0
NUP205_35104	2.0	0.0	0.0
NUP205_60034	0.0	2.0	0.0
NUP214_78534	0.0	0.0	2.0
NUP43_33471	3.0	5.0	4.0
NUP43_33472	10.0	0.0	0.0
NUP43_59102	0.0	17.0	9.0
NUP43_59103	0.0	2.0	0.0
NUS1_58946	0.0	4.0	3.0
NXPE3_27063	2.0	0.0	0.0
NXPE3_55358	0.0	2.0	0.0
NXPE3_55368	0.0	2.0	0.0
OAS3_66539	0.0	0.0	2.0
OGA_64758	0.0	0.0	2.0
OGDH_76927	0.0	0.0	2.0
OGT_39066	2.0	0.0	0.0
OIP5-AS1_12523	2.0	4.0	6.0
OIP5-AS1_12525	3.0	2.0	0.0
OIP5-AS1_12527	7.0	0.0	0.0
OIP5-AS1_47002	0.0	3.0	0.0
OIP5-AS1_67774	0.0	0.0	11.0
OMA1_1705	3.0	33.0	34.0
OMA1_1706	2.0	0.0	0.0
OMA1_63299	0.0	0.0	3.0
OMA1_63300	0.0	0.0	2.0
OR2T34_40057	0.0	2.0	0.0
OR2T34_40058	0.0	3.0	0.0
OR2T34_560	2.0	0.0	0.0
ORAI3_14555	8.0	4.0	0.0
ORC2_22673	3.0	3.0	2.0
OSBPL11_73958	0.0	0.0	2.0
OSBPL7_69601	0.0	0.0	4.0
OSBP_65275	0.0	0.0	4.0
OXSR1_26289	2.0	0.0	0.0
OXSR1_54901	0.0	3.0	8.0
P2RY1_55764	0.0	2.0	10.0
P2RY1_74135	0.0	0.0	2.0
P2RY8_38445	3.0	0.0	0.0
P2RY8_61856	0.0	5.0	5.0
P3H1_1329	2.0	0.0	0.0
P4HB_49964	0.0	2.0	0.0
P4HB_69982	0.0	0.0	2.0
PABPC1_36360	2.0	0.0	0.0
PABPC1_36361	6.0	0.0	0.0
PABPC1_36365	2.0	0.0	0.0
PABPC1_60678	0.0	2.0	0.0
PABPC4_1246	2.0	0.0	0.0
PAICS_28847	3.0	3.0	0.0
PAICS_28849	3.0	0.0	0.0
PAICS_28854	2.0	0.0	0.0
PAICS_74704	0.0	0.0	2.0
PAK2_56054	0.0	2.0	0.0
PALM2AKAP2_61436	0.0	2.0	0.0
PAPOLA_46694	0.0	2.0	2.0
PARG_42241	0.0	6.0	0.0
PARG_4486	12.0	11.0	23.0
PARG_4488	5.0	0.0	6.0
PARG_4493	3.0	0.0	2.0
PARG_4494	2.0	0.0	0.0
PARG_64428	0.0	0.0	2.0
PARP4_10081	2.0	0.0	0.0
PARP4_10093	2.0	2.0	2.0
PARP4_66764	0.0	0.0	3.0
PARVB_25744	6.0	0.0	0.0
PARVB_54563	0.0	2.0	0.0
PASK_53207	0.0	2.0	0.0
PCF11_65559	0.0	0.0	2.0
PCNP_27044	2.0	6.0	5.0
PCNP_27047	27.0	39.0	19.0
PCSK7_43905	0.0	2.0	0.0
PCYT1A_56042	0.0	2.0	5.0
PCYT1A_56043	0.0	4.0	3.0
PDCD11_42697	0.0	4.0	0.0
PDE7A_36041	18.0	0.0	0.0
PDSS2_33124	99.0	0.0	0.0
PDXDC1_14118	2.0	0.0	0.0
PDXDC1_47901	0.0	2.0	0.0
PEG10_34612	2.0	0.0	0.0
PELP1_15606	2.0	0.0	0.0
PEX13_51993	0.0	2.0	0.0
PEX3_33433	2.0	0.0	0.0
PFKFB2_64204	0.0	0.0	2.0
PFKL_24784	3.0	0.0	0.0
PGGT1B_30601	2.0	0.0	0.0
PGGT1B_57496	0.0	10.0	12.0
PGK1_39143	2.0	0.0	0.0
PGPEP1_19986	2.0	0.0	0.0
PHACTR4_40240	0.0	2.0	0.0
PHACTR4_918	2.0	0.0	0.0
PHAX_75545	0.0	0.0	2.0
PHC3_27863	5.0	0.0	0.0
PHF21A_65183	0.0	0.0	2.0
PHF5A_73244	0.0	0.0	2.0
PHKA1_62256	0.0	4.0	18.0
PIGT_24023	3.0	0.0	0.0
PIGT_72625	0.0	0.0	2.0
PIK3R5_15922	2.0	0.0	0.0
PIK3R6_48926	0.0	2.0	0.0
PIP5K1A_2749	3.0	0.0	15.0
PJA1_39004	2.0	2.0	0.0
PJA1_62210	0.0	5.0	4.0
PKM_47377	0.0	2.0	0.0
PKM_68016	0.0	0.0	2.0
